NOME,Ano,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INDE
ALUNO-586,2022,9.50002,9.314954052,7.5,6.333333333,6.25,7.5,5,7.454659477
ALUNO-587,2022,7.41668,7.915343915,5.625,5.75,5.625,6.666665,5,6.433069783
ALUNO-588,2022,8.50002,9.486111111,5.625,7,5.9375,7.5,5,7.303474222
ALUNO-589,2022,,,,,,,,
ALUNO-590,2022,9.00002,7.674242424,8.125,8.35,4.6875,6.75,10,7.736100485
ALUNO-591,2022,8.00002,9.62962963,7.5,7.75,6.25,7.5,10,8.150927926
ALUNO-592,2022,7.91667,3.359047203,5,1.111111111,4.0625,4.2916625,2.5,3.700281163
ALUNO-593,2022,8.33334,6.637362637,7.5,4.833333333,6.71875,6.2916725,5,6.307682694
ALUNO-594,2022,9.00002,9.217813051,7.5,9.166666667,5.833333333,8.555563333,5,8.121343944
ALUNO-595,2022,9.00002,9.669887279,7.5,5.666666667,5.625,7.16666,10,7.713144789
ALUNO-596,2022,,,,,,,,
ALUNO-597,2022,,,,,,,,
ALUNO-598,2022,,,,,,,,
ALUNO-599,2022,,,,,,,,
ALUNO-600,2022,9.00002,8.597883598,5,7.15,3.75,6.583325,5,6.74124372
ALUNO-601,2022,,,,,,,,
ALUNO-602,2022,9.50002,3.83844189,5,2.25,4.375,6.833325,5,4.971855378
ALUNO-603,2022,9.50002,8.611111111,5,2.333333333,3.333333333,5.444436667,5,5.561111556
ALUNO-604,2022,,,,,,,,
ALUNO-605,2022,,,,,,,,
ALUNO-606,2022,,,,,,,,
ALUNO-607,2022,9.16668,6.52991453,7.5,5,6.25,6.1250025,5,6.322651406
ALUNO-608,2022,7.08333,7.560897436,5.625,7.466666667,5,6.500005,5,6.576346821
ALUNO-609,2022,,,,,,,,
ALUNO-610,2022,5,5.948412698,7.5,3.011111111,5.416666667,7.291665,5,5.541904429
ALUNO-611,2022,,,,,,,,
ALUNO-612,2022,10.00002,7.759259259,6.875,2.5,4.375,5,2.5,5.426853852
ALUNO-613,2022,9.00002,7.233445567,5,3.083333333,6.458333333,7.777776667,10,6.664746447
ALUNO-614,2022,,,,,,,,
ALUNO-615,2022,10.00002,9.032302031,7.5,8.916666667,6.875,9.05556,5,8.338407739
ALUNO-616,2022,,,,,,,,
ALUNO-617,2022,8.50002,8.784832451,7.5,6.833333333,6.041666667,7.333333333,10,7.79446849
ALUNO-618,2022,,,,,,,,
ALUNO-619,2022,,,,,,,,
ALUNO-620,2022,,,,,,,,
ALUNO-621,2022,9.50002,6.238095238,7.5,7.1,5,6.333325,5,6.634286048
ALUNO-622,2022,9.16668,2.816666667,7.5,0.888888889,5.9375,3.875,5,4.276529111
ALUNO-623,2022,9.16668,7.749258893,7.5,5.222222222,6.875,7.5,10,7.448464223
ALUNO-624,2022,7.08334,3.536931818,5,1.444444444,5,3.916675,2.5,3.737944253
ALUNO-625,2022,,,,,,,,
ALUNO-626,2022,,,,,,,,
ALUNO-627,2022,,,,,,,,
ALUNO-628,2022,9.00002,9.162895928,7.5,8.75,6.5625,8.916665,5,8.172164186
ALUNO-629,2022,,,,,,,,
ALUNO-630,2022,,,,,,,,
ALUNO-631,2022,,,,,,,,
ALUNO-632,2022,7.41668,7.583333333,7.5,1.25,6.041666667,7.277776667,5,5.818056667
ALUNO-633,2022,9.50002,7.18984719,5,7.5,5.833333333,6.94444,5,6.860192771
ALUNO-634,2022,8.00002,5.833333333,3.75,2.916666667,4.791666667,6.722216667,5,5.248612
ALUNO-635,2022,,,,,,,,
ALUNO-636,2022,,,,,,,,
ALUNO-637,2022,9.00002,9.388888889,7.5,3.75,6.458333333,7.5,5,6.923613111
ALUNO-638,2022,9.16668,3.63610348,5,1.777777778,5.625,3.75,5,4.311944252
ALUNO-639,2022,,,,,,,,
ALUNO-640,2022,,,,,,,,
ALUNO-641,2022,9.50002,6.741021324,7.5,4.083333333,6.041666667,6.72222,5,6.313483598
ALUNO-642,2022,0,9.365317341,5,9.083333333,6.458333333,8.055553333,5,6.946674135
ALUNO-643,2022,10.00002,9.351432881,7.5,8.166666667,6.5625,8.25,5,8.05987191
ALUNO-644,2022,9.16668,8.310738969,6.25,8.111111111,8.90625,8.6250025,10,8.441663516
ALUNO-645,2022,9.50002,4.015594542,7.5,1.166666667,4.166666667,5.44444,5,4.742008908
ALUNO-646,2022,,,,,,,,
ALUNO-647,2022,9.50002,8.945807279,5,6.916666667,6.666666667,7.88889,5,7.366941456
ALUNO-648,2022,,,,,,,,
ALUNO-649,2022,8.75001,10,6.875,6.444444444,8.125,8.66667,5,7.897223889
ALUNO-650,2022,8.00002,8.378582202,7.5,6.083333333,5.625,7.083325,5,6.921550107
ALUNO-651,2022,9.00002,4.083652618,7.5,2.916666667,5,5.916665,5,5.233398857
ALUNO-652,2022,7.41668,7.462653289,5,4.933333333,5.625,6.499996667,5,6.083364658
ALUNO-653,2022,,,,,,,,
ALUNO-654,2022,7.00002,7.871387871,7.5,6.25,6.458333333,7.277776667,5,6.875668241
ALUNO-655,2022,,,,,,,,
ALUNO-656,2022,10.00002,9.345479082,7.5,9.583333333,5.9375,9.416675,5,8.512849483
ALUNO-657,2022,9.16668,9.544534413,8.75,6.777777778,8.75,8.458335,10,8.622797438
ALUNO-658,2022,10.00002,6.038429407,7.5,2.833333333,5.3125,7.166665,5,5.988937548
ALUNO-659,2022,,,,,,,,
ALUNO-660,2022,,,,,,,,
ALUNO-661,2022,,,,,,,,
ALUNO-662,2022,9.50002,9.62962963,7.5,9.25,6.25,7.5,5,8.100927926
ALUNO-663,2022,5.83334,4.984593838,7.5,4.5,4.375,6.055553333,5,5.378863434
ALUNO-664,2022,10.00002,9.485054348,9.375,8.011111111,9.0625,10.00001,5,8.842987092
ALUNO-665,2022,9.50002,9.473684211,7.5,7,5.625,7.41666,5,7.540570842
ALUNO-666,2022,,,,,,,,
ALUNO-667,2022,6.25,7.25,7.5,4,7.5,6.1249925,5,6.0999985
ALUNO-668,2022,9.00002,7.324793465,7.5,5.25,6.041666667,6.944443333,5,6.658016026
ALUNO-669,2022,9.00002,9.027777778,6.875,1.916666667,5,6.249995,5,6.026389889
ALUNO-670,2022,,,,,,,,
ALUNO-671,2022,,,,,,,,
ALUNO-672,2022,,,,,,,,
ALUNO-673,2022,9.16668,9.136363636,5.625,5.166666667,7.96875,8.27778,10,7.792205061
ALUNO-674,2022,7.5,6.116071429,7.5,6.75,7.34375,6.208325,5,6.549254286
ALUNO-675,2022,,,,,,,,
ALUNO-676,2022,,,,,,,,
ALUNO-677,2022,,,,,,,,
ALUNO-678,2022,,,,,,,,
ALUNO-679,2022,10.00002,9.682539683,7.5,6.666666667,5.9375,7.083325,2.5,7.28025827
ALUNO-680,2022,,,,,,,,
ALUNO-681,2022,9.58335,6.922504579,7.5,4.555555556,8.28125,6.666665,5,6.665405027
ALUNO-682,2022,,,,,,,,
ALUNO-683,2022,,,,,,,,
ALUNO-684,2022,,,,,,,,
ALUNO-685,2022,,,,,,,,
ALUNO-686,2022,8.50002,7.34962406,6.875,6.583333333,5.625,7.333335,5,6.853260479
ALUNO-687,2022,7.5,7.96875,7.5,4.133333333,7.65625,6.9583275,2.5,6.327707167
ALUNO-688,2022,,,,,,,,
ALUNO-689,2022,8.75001,9.249512671,5,6.333333333,8.75,8.25,10,8.016570201
ALUNO-690,2022,9.50002,9.686609687,7.5,6.5,5.3125,7.166655,5,7.401904937
ALUNO-691,2022,,,,,,,,
ALUNO-692,2022,6.41668,8.177910053,6.25,7.333333333,6.458333333,8.388886667,5,7.192527344
ALUNO-693,2022,8.50002,8.624561404,7.5,7.416666667,6.041666667,7.61111,5,7.434636281
ALUNO-694,2022,10.00002,6.711768528,7.5,7.083333333,6.5625,8.833335,5,7.431939372
ALUNO-695,2022,10.00002,9.880952381,7.5,7.25,5,7.222223333,5,7.620637143
ALUNO-696,2022,,,,,,,,
ALUNO-697,2022,0,5.60515873,6.25,0,7.34375,6.8333275,2.5,4.097072246
ALUNO-698,2022,,,,,,,,
ALUNO-699,2022,,,,,,,,
ALUNO-700,2022,10.00002,5.858788554,5.625,4,6.25,7.222223333,5,6.103704378
ALUNO-701,2022,9.16668,7.729166667,6.875,4.788888889,7.34375,6.2083225,2.5,6.333818611
ALUNO-702,2022,,,,,,,,
ALUNO-703,2022,8.33334,5.945980743,7.5,6.188888889,7.8125,7.6666675,5,6.824891426
ALUNO-704,2022,,,,,,,,
ALUNO-705,2022,9.16668,6.41644385,7.5,3.333333333,6.875,5.8333275,10,6.470788937
ALUNO-706,2022,10.00002,7.395833333,5.625,5.277777778,7.34375,6.91666,5,6.714931222
ALUNO-707,2022,8.75001,6.868589744,7.5,3.5,7.1875,6.3749925,2.5,5.942467449
ALUNO-708,2022,8.00002,6.130434783,7.5,2.833333333,6.458333333,7,5,5.888588957
ALUNO-709,2022,9.50002,9.252525253,7.5,7.083333333,5.625,7.38889,5,7.507451717
ALUNO-710,2022,9.16668,9.099410315,7.5,5.111111111,8.90625,8.625,10,8.124397285
ALUNO-711,2022,8.50002,7.259407259,5,2.583333333,5.833333333,5.777773333,5,5.557438119
ALUNO-712,2022,,,,,,,,
ALUNO-713,2022,,,,,,,,
ALUNO-714,2022,,,,,,,,
ALUNO-715,2022,9.00002,7.417508418,7.5,6.75,5.625,7.25,5,6.996003684
ALUNO-716,2022,,,,,,,,
ALUNO-717,2022,,,,,,,,
ALUNO-718,2022,,,,,,,,
ALUNO-719,2022,,,,,,,,
ALUNO-720,2022,,,,,,,,
ALUNO-721,2022,7.5,3.809722222,5,1.277777778,6.875,5.54166,5,4.563332
ALUNO-722,2022,9.50002,9.709876543,7.5,9.583333333,6.25,8.27778,5,8.339199975
ALUNO-723,2022,0,5.120271907,7.5,3.444444444,5.9375,4.416665,5,4.44002627
ALUNO-724,2022,,,,,,,,
ALUNO-725,2022,,,,,,,,
ALUNO-726,2022,,,,,,,,
ALUNO-727,2022,9.50002,5.033061958,7.5,2.583333333,5.625,7.083325,5,5.702446058
ALUNO-728,2022,9.00002,9.601571268,5,5.666666667,6.041666667,7.833333333,10,7.62448292
ALUNO-729,2022,7.08334,8.358803553,6.25,7.166666667,7.8125,7.625,5,7.244678044
ALUNO-730,2022,,,,,,,,
ALUNO-731,2022,,,,,,,,
ALUNO-732,2022,8.75001,5.248218853,8.75,6.077777778,7.65625,7.944446667,10,7.369714659
ALUNO-733,2022,,,,,,,,
ALUNO-734,2022,8.33334,8.835227273,7.5,3.75,7.5,7.2499975,10,7.300378955
ALUNO-735,2022,6.41668,7.268924626,5.625,5.916666667,5.625,7.083325,10,6.820451259
ALUNO-736,2022,,,,,,,,
ALUNO-737,2022,8.00002,9.682539683,7.5,6.333333333,6.25,7.5,5,7.378176603
ALUNO-738,2022,8.33335,9.182971014,5.625,4.877777778,6.40625,5.79166,10,7.006941758
ALUNO-739,2022,9.16668,8.035296868,9.375,7.388888889,8.59375,8.3750075,5,7.973381651
ALUNO-740,2022,,,,,,,,
ALUNO-741,2022,9.16668,7.815934066,6.875,6.722222222,8.28125,8.5000025,5,7.539924758
ALUNO-742,2022,7.91667,7.609577922,6.875,5.688888889,7.34375,7.6666675,10,7.406568862
ALUNO-743,2022,8.00002,8.483333333,5.625,8.416666667,5.833333333,7.77778,5,7.381391333
ALUNO-744,2022,,,,,,,,
ALUNO-745,2022,,,,,,,,
ALUNO-746,2022,7.5,9.3930526,6.25,7.777777778,8.59375,9.2083375,10,8.510208575
ALUNO-747,2022,7.91667,8.864583333,5.625,6.777777778,6.25,7.416665,10,7.590972222
ALUNO-748,2022,,,,,,,,
ALUNO-749,2022,,,,,,,,
ALUNO-750,2022,,,,,,,,
ALUNO-751,2022,9.50002,9.07018907,7.5,7.75,6.041666667,7.11111,5,7.590428481
ALUNO-752,2022,8.50002,9.048046252,5.625,7.166666667,5.625,7.499995,5,7.217943584
ALUNO-753,2022,7.91667,3.440830721,7.5,1.777777778,4.84375,4.9583375,10,5.0614312
ALUNO-754,2022,8.75001,6.765005828,7.5,5.5,7.34375,6.4166675,5,6.595710666
ALUNO-755,2022,7.5,8.792467949,5,6.944444444,8.125,6.291665,10,7.468215479
ALUNO-756,2022,,,,,,,,
ALUNO-757,2022,7.5,6.6875,7.5,4.75,6.25,6.41666,5,6.195832
ALUNO-758,2022,,,,,,,,
ALUNO-759,2022,9.00002,8.618233618,7.5,7.833333333,5.625,7.499995,10,8.00281439
ALUNO-760,2022,8.50002,9.285714286,7.5,3.916666667,5.625,6.277773333,10,7.058532857
ALUNO-761,2022,10.00002,8.60948668,7.5,6,5.625,7.499995,5,7.234398336
ALUNO-762,2022,7.00002,6.730800064,7.5,6.5,6.25,7,5,6.621162013
ALUNO-763,2022,9.00002,9.335332334,7.5,8.583333333,6.458333333,8.16667,5,8.012902467
ALUNO-764,2022,9.50002,8.406838856,5.625,6.25,4.6875,7.41666,5,6.895951771
ALUNO-765,2022,10.00002,8.80952381,7.5,8.666666667,5.625,8.416665,10,8.491073095
ALUNO-766,2022,0,4.617281695,7.5,4.766666667,6.25,5.999993333,5,4.951788339
ALUNO-767,2022,,,,,,,,
ALUNO-768,2022,7.91667,8.574712644,5.625,6.533333333,7.5,7.291665,5,7.084109195
ALUNO-769,2022,,,,,,,,
ALUNO-770,2022,9.16668,8.836817168,7.5,7.555555556,8.28125,8.4583375,10,8.464935045
ALUNO-771,2022,8.91668,8.112179487,7.5,6.666666667,3.4375,5.41666,5,6.524519231
ALUNO-772,2022,6.25,8.69047619,6.25,9,5.625,6.875,5,7.225595238
ALUNO-773,2022,10.00002,9.880952381,7.5,8.444444444,8.90625,9.250005,5,8.655707365
ALUNO-774,2022,8.33334,9.415584416,7.5,7.555555556,8.28125,9.1666725,10,8.639021494
ALUNO-775,2022,,,,,,,,
ALUNO-776,2022,,,,,,,,
ALUNO-777,2022,,,,,,,,
ALUNO-778,2022,8.00002,5.411605938,7.5,6.083333333,4.6875,7.499995,10,6.817738854
ALUNO-779,2022,,,,,,,,
ALUNO-780,2022,,,,,,,,
ALUNO-781,2022,0,7.764641608,6.25,6.788888889,7.5,7.2499975,5,6.235705599
ALUNO-782,2022,,,,,,,,
ALUNO-783,2022,3.49998,8.495276653,5,6.25,6.25,8.05556,5,6.535165331
ALUNO-784,2022,8.75001,9.736842105,4.375,7.277777778,8.4375,8.291665,10,8.217507977
ALUNO-785,2022,,,,,,,,
ALUNO-786,2022,,,,,,,,
ALUNO-787,2022,7.91667,6.765005828,7.5,6.75,7.34375,5.9583375,5,6.670710666
ALUNO-788,2022,8.75001,8.440285205,6.25,2.111111111,5.208333333,7.08333,5,6.047779597
ALUNO-789,2022,,,,,,,,
ALUNO-790,2022,10.00002,10,7.5,7,6.041666667,8.250005,10,8.404169667
ALUNO-791,2022,9.00002,8.792525557,7.5,7.5,5.625,7.666665,10,8.004340111
ALUNO-792,2022,0,6.184870621,5,4.611111111,7.03125,5.9583325,10,5.553987846
ALUNO-793,2022,,,,,,,,
ALUNO-794,2022,7.91667,9.791666667,5.625,6.588888889,7.96875,8.125,2.5,7.302153111
ALUNO-795,2022,,,,,,,,
ALUNO-796,2022,7.5,6.406606678,7.5,4.555555556,7.65625,6.499995,5,6.258056447
ALUNO-797,2022,,,,,,,,
ALUNO-798,2022,8.33334,8.074582027,5.625,4.688888889,7.5,6.4583275,5,6.490193683
ALUNO-799,2022,9.50002,8.602540835,7.5,5.916666667,6.041666667,8.444446667,10,7.8968995
ALUNO-800,2022,9.50002,9.28030303,7.5,9,5.833333333,7.11111,5,7.861617939
ALUNO-801,2022,8.00002,7.629094523,7.5,6.916666667,5.625,7.166665,5,6.954987238
ALUNO-802,2022,9.50002,9.717813051,7.5,7.416666667,6.041666667,7.77778,10,8.28662061
ALUNO-803,2022,,,,,,,,
ALUNO-804,2022,9.00002,9.26984127,7.5,6.166666667,5.833333333,7.722223333,5,7.365081587
ALUNO-805,2022,8.50002,7.433862434,7.5,5.5,6.041666667,6.61111,5,6.613163153
ALUNO-806,2022,9.00002,7.214285714,7.5,5.866666667,5.625,7.916665,10,7.412025476
ALUNO-807,2022,9.50002,10,8.75,9.5,6.666666667,9.61112,5,8.813892667
ALUNO-808,2022,7.00002,6.565452092,7.5,6.75,5.3125,7.499995,5,6.644341418
ALUNO-809,2022,,,,,,,,
ALUNO-810,2022,9.00002,7.032340311,7.5,2,5.625,7.055556667,5,5.930081396
ALUNO-811,2022,8.00002,7.86673097,5,7.25,6.458333333,7.5,5,6.969181527
ALUNO-812,2022,7.00002,9.314503579,7.5,8.416666667,5.625,8.083335,5,7.675403049
ALUNO-813,2022,,,,,,,,
ALUNO-814,2022,7.00002,8.237762238,7.5,3.666666667,6.25,6.83333,5,6.322553781
ALUNO-815,2022,7.5,6.779671717,7.5,5.5,7.5,6.874995,5,6.580933343
ALUNO-816,2022,8.33334,7.11489899,7.5,7.5,7.65625,6.45833,10,7.563604798
ALUNO-817,2022,8.75001,7.73989899,7.5,7.222222222,8.125,8.0000025,2.5,7.279925742
ALUNO-818,2022,9.00002,9.008097166,7.5,8.25,5.625,8.333335,5,7.830788433
ALUNO-819,2022,8.50002,9.291101056,7.5,4.333333333,5.9375,7.416665,5,6.901971878
ALUNO-820,2022,7.08333,8.131944444,5.625,8.433333333,6.458333333,7.8750025,5,7.304722389
ALUNO-821,2022,,,,,,,,
ALUNO-822,2022,9.00002,9.595238095,5.625,8.333333333,6.25,7.77778,10,8.228772286
ALUNO-823,2022,9.50002,9.320987654,8.75,7.166666667,6.458333333,8.222226667,5,7.912811531
ALUNO-824,2022,8.00002,6.060606061,7.5,4.25,6.25,5.888886667,5,5.914900545
ALUNO-825,2022,7.91667,5.57906515,4.375,5.477777778,7.8125,4.916665,5,5.705118586
ALUNO-826,2022,,,,,,,,
ALUNO-827,2022,,,,,,,,
ALUNO-828,2022,9.58335,4.845885093,8.125,3.833333333,7.96875,7.27778,5,6.259109685
ALUNO-829,2022,9.16668,8.249458874,5.625,5.666666667,6.71875,5.91666,10,7.117600108
ALUNO-830,2022,9.58335,9.241898148,6.25,7.166666667,6.458333333,8.125005,10,8.135882296
ALUNO-831,2022,9.50002,9.104156713,7.5,3,6.25,5.999996667,5,6.445832676
ALUNO-832,2022,10.00002,9.375,7.5,6.944444444,9.0625,8.5000025,10,8.620141389
ALUNO-833,2022,,,,,,,,
ALUNO-834,2022,7.91667,7.739245951,7.5,4.5,7.5,6.8749975,5,6.61451569
ALUNO-835,2022,9.50002,6.182121972,5,3.25,6.25,5.999993333,5,5.661425061
ALUNO-836,2022,9.50002,7.638888889,7.5,6,5,7.333325,5,6.894444778
ALUNO-837,2022,,,,,,,,
ALUNO-838,2022,,,,,,,,
ALUNO-839,2022,10.00002,9.855072464,7.5,8,6.25,8.166666667,5,8.079349826
ALUNO-840,2022,9.00002,8.48583878,6.875,7.25,5,7.083325,5,7.151334756
ALUNO-841,2022,7.91668,8.23015873,4.375,7.716666667,4.375,7.41666,5,6.839365079
ALUNO-842,2022,,,,,,,,
ALUNO-843,2022,8.33334,5.226960784,5,4.111111111,6.71875,7.055553333,5,5.783934046
ALUNO-844,2022,8.50002,8.611111111,7.5,6.75,6.25,7.555556667,5,7.308335556
ALUNO-845,2022,,,,,,,,
ALUNO-846,2022,,,,,,,,
ALUNO-847,2022,9.50002,8.714285714,8.125,7.95,5,6.333335,10,7.862026143
ALUNO-848,2022,7.5,7.1875,7.5,3.916666667,7.34375,5.3749875,5,6.030205833
ALUNO-849,2022,,,,,,,,
ALUNO-850,2022,7.91667,7.776784068,5,6.711111111,7.65625,7.1666625,10,7.388203536
ALUNO-851,2022,10.00002,9.682539683,7.5,8.583333333,6.041666667,7.666666667,5,8.040676603
ALUNO-852,2022,9.00002,7.882352941,8.75,7.166666667,5.625,7.5,5,7.347305922
ALUNO-853,2022,9.50002,9.090909091,7.5,7.75,5.9375,8.83334,5,7.928601818
ALUNO-854,2022,9.00002,8.092031425,7.5,5.666666667,6.458333333,6.777773333,10,7.403129618
ALUNO-855,2022,8.75001,7.6875,7.5,4.25,7.34375,5.5416575,5,6.3552075
ALUNO-856,2022,9.16668,9.270765251,7.5,7.166666667,6.041666667,7.91667,5,7.64165505
ALUNO-857,2022,9.00002,9.523809524,7.5,7.5,6.25,8,5,7.779763905
ALUNO-858,2022,10.00002,8.39898936,5,4.583333333,4.375,8.277776667,5,6.689521872
ALUNO-859,2022,9.50002,8.416666667,7.5,8.5,5.625,7.916665,5,7.729168333
ALUNO-860,2022,,,,,,,,
ALUNO-861,2022,9.58335,6.278011204,6.875,6.877777778,7.1875,7.3333325,5,6.962409296
ALUNO-862,2022,7.50002,9.162781663,7.5,8.25,6.25,8.388893333,5,7.785336999
ALUNO-863,2022,10.00002,9.19047619,8.125,9.416666667,5.625,7.916665,10,8.679763571
ALUNO-864,2022,8.00002,8.754578755,7.5,8.5,6.458333333,7.666663333,5,7.680083751
ALUNO-865,2022,7.50002,7.389473684,7.5,4.583333333,6.041666667,6.277776667,5,6.254285404
ALUNO-866,2022,7.50002,9.729437229,7.5,9.583333333,6.875,9.33334,5,8.416724113
ALUNO-867,2022,,,,,,,,
ALUNO-868,2022,9.50002,8.888499025,8.125,6.916666667,5.625,7.916665,5,7.569368138
ALUNO-869,2022,9.00002,8.351851852,7.5,4.75,6.041666667,6.777776667,5,6.73009437
ALUNO-870,2022,10.00002,10,7.5,8,6.666666667,9.555566667,5,8.427782
ALUNO-871,2022,,,,,,,,
ALUNO-872,2022,7.08333,5.727513228,5.625,4.333333333,7.1875,5.12499,5,5.526750312
ALUNO-873,2022,,,,,,,,
ALUNO-874,2022,,,,,,,,
ALUNO-875,2022,,,,,,,,
ALUNO-876,2022,9.50002,9.217024042,7.5,7.166666667,5,7.16666,5,7.410072142
ALUNO-877,2022,7.91667,6.607954545,7.5,4.75,7.03125,5.2083225,5,6.058047409
ALUNO-878,2022,,,,,,,,
ALUNO-879,2022,9.50002,8.833333333,5,5.5,3.75,7.166665,5,6.625001667
ALUNO-880,2022,,,,,,,,
ALUNO-881,2022,9.50002,9.848484848,7.5,7.833333333,6.875,8.16667,5,8.057199636
ALUNO-882,2022,9.50002,7.570145903,7.5,9.166666667,5.625,7.333333333,5,7.576531181
ALUNO-883,2022,9.50002,9.666666667,7.5,5.5,6.25,7.166663333,10,7.791668
ALUNO-884,2022,6.66668,5.995438453,7.5,4.9,4.583333333,6.16667,2.5,5.537423024
ALUNO-885,2022,9.00002,9.048769266,7.5,8.833333333,6.25,8.333336667,5,8.018089853
ALUNO-886,2022,9.50002,9.666666667,7.5,7.25,6.25,6.888883333,10,8.086112
ALUNO-887,2022,9.00002,7.222222222,7.5,0,4.583333333,6.499996667,10,5.852779111
ALUNO-888,2022,,,,,,,,
ALUNO-889,2022,8.33334,8.513866738,7.5,6.555555556,7.34375,7.4999975,10,7.831592959
ALUNO-890,2022,,,,,,,,
ALUNO-891,2022,8.50002,10,7.5,6.5,6.25,7.5,10,8.025002
ALUNO-892,2022,,,,,,,,
ALUNO-893,2022,0,7,7.5,3.5,6.458333333,5.55556,10,5.606945333
ALUNO-894,2022,,,,,,,,
ALUNO-895,2022,9.50002,9.761904762,8.125,5.666666667,5.625,7.66666,10,7.944048286
ALUNO-896,2022,8.50002,9.184904602,7.5,5.833333333,5.625,7.66667,5,7.199483587
ALUNO-897,2022,,,,,,,,
ALUNO-898,2022,,,,,,,,
ALUNO-899,2022,,,,,,,,
ALUNO-900,2022,7.91667,7.312949493,7.5,6.5,7.65625,7.54166,5,7.078213899
ALUNO-901,2022,8.50002,5.843045843,7.5,3.75,6.041666667,7.222223333,5,6.067222502
ALUNO-902,2022,9.50002,8.765931924,7.5,7.416666667,5.3125,7.749995,5,7.517770718
ALUNO-903,2022,8.00002,9.382716049,7.5,7.5,6.041666667,8.222226667,10,8.17515721
ALUNO-904,2022,,,,,,,,
ALUNO-905,2022,9.50002,6.652046784,7.5,9.1,6.25,8.416665,5,7.658744357
ALUNO-906,2022,,,,,,,,
ALUNO-907,2022,,,,,,,,
ALUNO-908,2022,,,,,,,,
ALUNO-909,2022,7.91668,8.548123374,5.625,4.5,6.458333333,7.722223333,5,6.654070675
ALUNO-910,2022,9.16668,4.160784314,5,2.966666667,7.03125,6.388886667,5,5.323060529
ALUNO-911,2022,4.58334,7.67575642,5,5,5.78125,6.1249925,2.5,5.546608784
ALUNO-912,2022,,,,,,,,
ALUNO-913,2022,0,8.083333333,7.5,6.488888889,7.96875,7.833335,10,7.027986444
ALUNO-914,2022,9.00002,6.74620133,7.5,6.583333333,6.25,7.500003333,5,6.940909599
ALUNO-915,2022,7.91668,6.152637486,7.5,4.666666667,6.041666667,6.44444,10,6.598583497
ALUNO-916,2022,8.75001,10,9.375,8.511111111,9.0625,9.666675,10,9.354308222
ALUNO-917,2022,,,,,,,,
ALUNO-918,2022,8.75001,8.547283177,7.5,7.111111111,8.125,7.75,5,7.619179858
ALUNO-919,2022,0,4.02745098,6.875,1.477777778,7.65625,6.388886667,10,4.831948085
ALUNO-920,2022,8.33334,6.612103175,5.625,7.2,7.8125,8,5,7.039504635
ALUNO-921,2022,10.00002,3.914117133,6.25,1.722222222,7.1875,6.0416575,2.5,4.929351371
ALUNO-922,2022,8.75001,8.458333333,5,5.166666667,7.5,6.7083275,10,7.1916665
ALUNO-923,2022,10.00002,8.076998051,6.875,8.483333333,5.625,8.083335,5,7.678735277
ALUNO-924,2022,8.50002,8.777777778,7.5,7.25,5.625,7.722223333,5,7.412502222
ALUNO-925,2022,10.00002,8.655270655,6.25,7.083333333,5.625,7.41666,10,7.818554798
ALUNO-926,2022,0,6.416701505,5.625,3.555555556,7.5,6.7083275,5,5.148616912
ALUNO-927,2022,7.41668,7.466161616,5.625,6.25,6.041666667,7.5,5,6.65156699
ALUNO-928,2022,,,,,,,,
ALUNO-929,2022,,,,,,,,
ALUNO-930,2022,10.00002,9.641304348,9.375,8.466666667,9.0625,10.00001,5,8.965348203
ALUNO-931,2022,9.50002,6.948621554,6.875,3.333333333,5.625,8.166665,5,6.389725977
ALUNO-932,2022,0,5.207123159,4.375,5.444444444,7.5,6.916665,5,5.201146521
ALUNO-933,2022,7.91667,6.255835668,7.5,2.066666667,5.625,7.041665,5,5.677000467
ALUNO-934,2022,7.91667,9.523809524,7.5,8,7.1875,7,5,7.665178905
ALUNO-935,2022,,,,,,,,
ALUNO-936,2022,10.00002,7.17032967,7.5,6.25,5.625,7.41666,5,6.979899934
ALUNO-937,2022,10.00002,7.320512821,5.625,4.777777778,7.1875,6.124995,10,6.92590912
ALUNO-938,2022,,,,,,,,
ALUNO-939,2022,7.50001,7.243911261,5.625,5.266666667,7.8125,8.25,5,6.745866586
ALUNO-940,2022,,,,,,,,
ALUNO-941,2022,7.91667,5.109848485,7.5,5.666666667,7.8125,6.7499975,5,6.32821953
ALUNO-942,2022,,,,,,,,
ALUNO-943,2022,,,,,,,,
ALUNO-944,2022,8.75001,2.917572464,7.5,0.944444444,6.09375,4.6249975,2.5,4.181778882
ALUNO-945,2022,8.75001,10,8.75,8.422222222,8.4375,8.66667,5,8.511529444
ALUNO-946,2022,7.08333,8.784722222,7.5,7.444444444,7.65625,7.2083325,5,7.411457833
ALUNO-947,2022,8.50002,5.572808834,7.5,4.5,5.625,5.833325,5,5.843728767
ALUNO-948,2022,7.08333,5.784874608,7.5,4.388888889,8.125,7.416665,5,6.288918699
ALUNO-949,2022,8.00002,9.62962963,7.5,8.5,6.041666667,7.777776667,5,7.835649926
ALUNO-950,2022,,,,,,,,
ALUNO-951,2022,,,,,,,,
ALUNO-952,2022,9.00002,9.666666667,7.5,5.5,6.666666667,8.111113333,10,7.972224667
ALUNO-953,2022,,,,,,,,
ALUNO-954,2022,8.50002,8.672839506,5,7.25,5.625,7.499995,5,7.097068901
